,norm,E_te,E_tr,n_tr,tau,method
0,2648.7502103663705,2.2574955647180674,0.055289861858462505,1000,0.05,rreg
1,1889.1693151170127,1.8695234763240869,0.10506920501881653,1000,0.1,rreg
2,1295.9419932747946,1.5692553424500963,0.15841338193092713,1000,0.15,rreg
3,1006.9830318652821,1.5704425479640371,0.21230425456555316,1000,0.2,rreg
4,684.5489637461081,1.3552462901551594,0.23510810278941774,1000,0.25,rreg
5,531.1420413046174,1.3481065084310817,0.3164800195581935,1000,0.3,rreg
6,370.5904284797766,1.2616090647046563,0.3141689119716582,1000,0.35,rreg
7,302.6567163236869,1.2830287326179897,0.4257291121177835,1000,0.39999999999999997,rreg
8,204.7269141852418,1.1550853990907703,0.4284763889255624,1000,0.44999999999999996,rreg
9,155.99049227724478,1.1358466267148137,0.48992700205073186,1000,0.49999999999999994,rreg
10,111.36106279549287,1.1430852083332197,0.5713658330497742,1000,0.5499999999999999,rreg
11,69.01192371446949,1.0372627488471469,0.6167501366231563,1000,0.6,rreg
12,51.04763852016823,1.063870363337317,0.5965941370201886,1000,0.65,rreg
13,35.31458082781986,1.0568941035364146,0.6706741792413294,1000,0.7,rreg
14,22.232901062097483,1.0705244773107059,0.7682928698586516,1000,0.75,rreg
15,10.880989147789277,1.1279481431962948,0.8310239118371034,1000,0.7999999999999999,rreg
16,5.187813598102623,0.9889527088219783,0.8266228600533245,1000,0.85,rreg
17,1.9163371186676605,0.9854253260047633,0.8483749627369782,1000,0.9,rreg
18,0.4238301341075457,1.0572577555935694,1.04571699986271,1000,0.95,rreg
19,1.5296728697591862e-07,0.9767613336062325,1.0049808312296706,1000,1.0,rreg
