,norm,E_te,E_tr,n_tr,tau,method
0,2604.047708786877,2.118279487614641,0.04480024782093598,1000,0.05,rreg
1,1846.889576954492,1.824000241666945,0.10358518458894224,1000,0.1,rreg
2,1275.2583229848324,1.6091165301334174,0.15664542175401427,1000,0.15,rreg
3,887.1378193738616,1.5153625513885636,0.20546860687700824,1000,0.2,rreg
4,677.3454453925425,1.5246800590988423,0.2688779040477575,1000,0.25,rreg
5,501.8847693062248,1.3577145810303355,0.30862897078443435,1000,0.3,rreg
6,392.4355030434277,1.2513293902310763,0.3528242822908096,1000,0.35,rreg
7,272.6295952318204,1.1289089591091075,0.37873987152297217,1000,0.39999999999999997,rreg
8,215.76068578491316,1.2061305323767382,0.4486065996632051,1000,0.44999999999999996,rreg
9,154.26204143145694,1.157583975882932,0.49389745442797167,1000,0.49999999999999994,rreg
10,108.0339329126804,1.199877765411901,0.5197780861186806,1000,0.5499999999999999,rreg
11,73.26239222235405,1.1205023346687486,0.5922103656117802,1000,0.6,rreg
12,56.72024801493093,1.157723080463582,0.7129132858411442,1000,0.65,rreg
13,36.67327833831672,1.115403085282325,0.7317635262041404,1000,0.7,rreg
14,18.372367622656657,1.1529153951822027,0.7238361696213137,1000,0.75,rreg
15,11.214352565500203,1.0814191623831884,0.8160337719007723,1000,0.7999999999999999,rreg
16,4.853177418887872,0.9436838814317927,0.8328244123155073,1000,0.85,rreg
17,1.927936827193918,0.9840285230467106,0.8608005532332507,1000,0.9,rreg
18,0.33841340522249364,1.0569267370557371,0.9433676650734081,1000,0.95,rreg
19,2.1367187153623037e-07,0.9338649350664523,1.0290982214677613,1000,1.0,rreg
