,norm,E_te,E_tr,n_tr,tau,method
0,2751.5578026607855,2.222692286297791,0.04865263755643021,1000,0.05,rreg
1,1784.06361628779,1.7511882688563214,0.09920511582752024,1000,0.1,rreg
2,1234.7570867660688,1.7256920625987209,0.14829057694432923,1000,0.15,rreg
3,921.7150586594881,1.5803255969469656,0.19485562216091473,1000,0.2,rreg
4,734.7263668732945,1.4634057816550021,0.2592507572817909,1000,0.25,rreg
5,469.1810934743849,1.3577647769801997,0.27660513590731034,1000,0.3,rreg
6,366.8789104677613,1.2276510369155371,0.3391560995788917,1000,0.35,rreg
7,271.52236999361435,1.2392285044288402,0.4116887489189671,1000,0.39999999999999997,rreg
8,210.42846737591793,1.1406594829312575,0.4884115714341733,1000,0.44999999999999996,rreg
9,152.42972914021468,1.1396102273157591,0.5375858869377873,1000,0.49999999999999994,rreg
10,113.200683301102,1.0818483245943116,0.5711917196949539,1000,0.5499999999999999,rreg
11,78.63351358643732,1.1091189367548244,0.6196443991661362,1000,0.6,rreg
12,52.42987478334939,1.048824703588323,0.6593056788806633,1000,0.65,rreg
13,32.19186656494864,1.0949076047373725,0.7054566676390676,1000,0.7,rreg
14,19.548683466992774,1.1097167521462956,0.7037990819568515,1000,0.75,rreg
15,11.268873464839645,1.0341944816467612,0.7433155415553695,1000,0.7999999999999999,rreg
16,5.788670003104606,1.099348528853643,0.8855257124073957,1000,0.85,rreg
17,1.86297532796905,1.0945358516385701,0.8341633670024265,1000,0.9,rreg
18,0.3708084374789455,1.0303951469903714,0.8972624483076399,1000,0.95,rreg
19,3.901158868108655e-07,1.0516803659830638,0.9687477945286657,1000,1.0,rreg
