,norm,E_te,E_tr,n_tr,tau,method
0,2786.21061046381,2.1936957952810907,0.055030019447390555,1000,0.05,rreg
1,1965.8816849714535,1.9581145950184344,0.11153782625149097,1000,0.1,rreg
2,1323.8072409318922,1.613906614229485,0.15711625058461545,1000,0.15,rreg
3,941.472655078792,1.4215217388869075,0.2090051129155235,1000,0.2,rreg
4,677.0979796354861,1.3888200114988984,0.2155209682800061,1000,0.25,rreg
5,480.04444635882754,1.3520133710636206,0.31300236026315914,1000,0.3,rreg
6,384.5557032002963,1.3231863387089275,0.3086947454064763,1000,0.35,rreg
7,294.1370782144788,1.2972931792879727,0.3994322914563671,1000,0.39999999999999997,rreg
8,206.55055844228778,1.263794320094134,0.47532534669565407,1000,0.44999999999999996,rreg
9,143.02772498972854,1.19667533263577,0.5154802471606739,1000,0.49999999999999994,rreg
10,116.75709817067535,1.028533468427883,0.5375198337586813,1000,0.5499999999999999,rreg
11,85.46724880158779,1.1553766536085255,0.6625867902325456,1000,0.6,rreg
12,54.61941836033098,1.0287943579516519,0.6691616390298262,1000,0.65,rreg
13,32.52466849510809,1.0844211429195538,0.6429265785628718,1000,0.7,rreg
14,18.635648949187058,1.063769009349547,0.7396008958455513,1000,0.75,rreg
15,10.412799867426973,1.0266673059192877,0.7762614844014014,1000,0.7999999999999999,rreg
16,5.586952486554583,1.0449053534229642,0.8565877180165532,1000,0.85,rreg
17,2.0737182529742633,0.9574974170313364,0.907392075264534,1000,0.9,rreg
18,0.44576340808334697,0.9973908817711615,1.0077259799227318,1000,0.95,rreg
19,1.2614305641688325e-06,1.0335074807863633,1.0457652916403983,1000,1.0,rreg
