,norm,E_te,E_tr,converged,n_tr,tau,method
0,562.5397990782204,1.4764257534091574,0.19191631638084863,True,200,0.2,mlp
1,569.8762160215168,1.2143261234286469,0.1903906463123698,True,237,0.2,mlp
2,578.7929082496622,1.249145468956204,0.18486745458523263,True,281,0.2,mlp
3,590.8213412424212,1.3694381198300951,0.17089408763886227,True,333,0.2,mlp
4,592.0571187840303,1.3771122136856202,0.17786651845701043,True,394,0.2,mlp
5,600.6433295481479,1.2959822538065309,0.19842620401000746,True,467,0.2,mlp
6,618.941837569157,1.109442932997253,0.19151812934682738,True,553,0.2,mlp
7,622.6915358074086,1.4022921085302982,0.16983415382386016,True,655,0.2,mlp
8,627.1871782129405,1.3852597648816705,0.18747269427237762,True,776,0.2,mlp
9,637.1311753911855,1.4953567854677015,0.18757198158286786,True,919,0.2,mlp
10,678.188636272265,1.3084352661422713,0.18784501192857092,True,1089,0.2,mlp
11,654.1719311191308,1.3743320178777294,0.19436934572919792,True,1290,0.2,mlp
12,690.2869433009857,1.3411762011041617,0.17236968654114176,True,1528,0.2,mlp
13,728.1308693732859,1.2743585120165242,0.19750509573718653,True,1810,0.2,mlp
14,732.5505693516114,1.2773467331579884,0.19913899325919568,True,2144,0.2,mlp
15,769.5147553822637,1.3899211211969422,0.19018004510688713,True,2540,0.2,mlp
16,806.4698277890205,1.3326304672395302,0.1867924301742057,True,3008,0.2,mlp
17,856.4574292879146,1.343716715782852,0.19894162775036925,True,3564,0.2,mlp
18,829.491406420136,1.3297446952684324,0.18835170034328294,True,4221,0.2,mlp
19,829.2037267701876,1.335673150023656,0.1873019028111637,True,5000,0.2,mlp
