,norm,E_te,E_tr,converged,n_tr,tau,method
0,561.9934351168936,1.465766187922534,0.19487290777400992,True,200,0.2,mlp
1,566.558899726848,1.3689316820125514,0.18536097542377564,True,237,0.2,mlp
2,579.4842646522472,1.2690214562294095,0.18898380781408422,True,281,0.2,mlp
3,593.1252356275425,1.3992231145939873,0.17422360935564854,True,333,0.2,mlp
4,593.4230659804358,1.3416522904465709,0.1997555826463947,True,394,0.2,mlp
5,601.5830311644174,1.269366667132358,0.19757550287761624,True,467,0.2,mlp
6,619.7466603968767,1.4024211320319022,0.18665132713327728,True,553,0.2,mlp
7,622.7669733729433,1.395223566144471,0.17204051983741636,True,655,0.2,mlp
8,631.2314040472678,1.3383842688380267,0.1741644698567259,True,776,0.2,mlp
9,642.91991550782,1.3970412713648774,0.18173106581417375,True,919,0.2,mlp
10,673.1599018354332,1.3493513049936465,0.1985927007256015,True,1089,0.2,mlp
11,648.2726376812977,1.1900960193211636,0.19821051891482505,True,1290,0.2,mlp
12,696.5742381179502,1.3102705468241616,0.1918687528622766,True,1528,0.2,mlp
13,724.6022644168439,1.342849004893913,0.19232867605574072,True,1810,0.2,mlp
14,733.3752957884828,1.4807023912568988,0.18656531757866052,True,2144,0.2,mlp
15,742.9224821374822,1.3343812395309897,0.1973758049601433,True,2540,0.2,mlp
16,801.1812359895339,1.2884480859172072,0.19880996756681124,True,3008,0.2,mlp
17,866.7748112439779,1.4560325119062458,0.18444164572791313,True,3564,0.2,mlp
18,825.6252114315471,1.4086885995373226,0.1780020932654399,True,4221,0.2,mlp
19,828.4239101776826,1.307134140965557,0.1950338990181943,True,5000,0.2,mlp
