,norm,E_te,E_tr,converged,n_tr,tau,method
0,797.0758060779286,1.185371484920612,0.04816036411612184,True,1000,0.05,mlp
1,703.3903816013034,1.2226694664679034,0.09766717902680043,True,1000,0.1,mlp
2,579.5371676206137,1.1332553568149961,0.1462655199855331,True,1000,0.15,mlp
3,583.4413907499948,1.0850917492499585,0.19183764971133294,True,1000,0.2,mlp
4,508.18688062012006,1.2133640618991743,0.24496729581261717,True,1000,0.25,mlp
5,476.54366934836276,1.04783164382348,0.29599772430260496,True,1000,0.3,mlp
6,417.42798921766814,1.1083149712073481,0.3396055238161159,True,1000,0.35,mlp
7,391.2078531429113,1.0919324576404474,0.39740373120545225,True,1000,0.39999999999999997,mlp
8,362.8155950603913,1.0583718516603153,0.446974736575125,True,1000,0.44999999999999996,mlp
9,335.1690852175784,1.1089069854292526,0.4936232081011175,True,1000,0.49999999999999994,mlp
10,296.7917771347182,1.0371930099517723,0.5499577928311801,True,1000,0.5499999999999999,mlp
11,284.3290629043904,1.0471919336870827,0.587969998402054,True,1000,0.6,mlp
12,302.7371777979965,1.0385862729014208,0.6370512644890977,True,1000,0.65,mlp
13,234.41649773204935,1.0238093696092045,0.6990696888318205,True,1000,0.7,mlp
14,223.69455819838862,1.0937004159897052,0.7380221731396218,True,1000,0.75,mlp
15,225.62150638786676,0.9882602734632112,0.7937740500509178,True,1000,0.7999999999999999,mlp
16,215.90360706605094,1.0007544894481493,0.8385292792291279,True,1000,0.85,mlp
17,200.06712259292084,1.07581019268536,0.8942260577962415,True,1000,0.9,mlp
18,192.2922834874219,1.0276627819420154,0.9446114424181039,True,1000,0.95,mlp
19,192.40270283077194,1.0315615659740838,0.9832595872471951,True,1000,1.0,mlp
