,norm,E_te,E_tr,converged,n_tr,tau,method
0,774.275811021174,1.210015419527518,0.0480790249743157,True,1000,0.05,mlp
1,709.7617150853469,1.1824591652578489,0.09534919612067495,True,1000,0.1,mlp
2,619.834878824031,1.2275036677541011,0.14621092893539742,True,1000,0.15,mlp
3,568.2846750673879,1.2100834130710367,0.19676439955975678,True,1000,0.2,mlp
4,487.5064394322859,0.9783711135688589,0.24241439840687073,True,1000,0.25,mlp
5,421.1678997262359,1.0140807817692727,0.29691230771161436,True,1000,0.3,mlp
6,391.14846147679964,0.9718598475398254,0.34164031859641614,True,1000,0.35,mlp
7,367.01823687662954,1.1339196076146263,0.39564326866034183,True,1000,0.39999999999999997,mlp
8,369.49201413435463,1.021957700819971,0.440079298487963,True,1000,0.44999999999999996,mlp
9,363.5943625406765,1.0019272613144607,0.49349786205745133,True,1000,0.49999999999999994,mlp
10,298.4725019466584,1.0518530370418389,0.5434020680390615,True,1000,0.5499999999999999,mlp
11,262.57853515540546,1.047301638023326,0.5916262581106734,True,1000,0.6,mlp
12,253.57240073869247,1.052110015815203,0.642428127911202,True,1000,0.65,mlp
13,233.41431962076706,1.0145247124122323,0.6873777557079184,True,1000,0.7,mlp
14,239.2527110735303,0.9706120764349582,0.7449491970763338,True,1000,0.75,mlp
15,222.47573014801074,1.0048890454379642,0.7948785849157793,True,1000,0.7999999999999999,mlp
16,226.50500524839674,0.9507263375312546,0.8465128853530435,True,1000,0.85,mlp
17,200.06886622853978,0.9845545178199465,0.8909674182239571,True,1000,0.9,mlp
18,193.76997428481343,0.992838325526629,0.9387481286368994,True,1000,0.95,mlp
19,190.30675505739973,1.0215724961540205,0.9768875200369485,True,1000,1.0,mlp
