,norm,E_te,E_tr,n_tr,tau,method
0,11120026.434297359,2.7625485535326813,0.04574557330798809,1000,0.05,rreg
1,7117363.927882901,2.1326600742198254,0.09522774320955693,1000,0.1,rreg
2,4682476.349154739,2.1396814655047285,0.14616588568117794,1000,0.15,rreg
3,2774586.8896121774,1.7590780765246867,0.17911772633518927,1000,0.2,rreg
4,2045058.817309562,1.653300816331255,0.24033144597285797,1000,0.25,rreg
5,1542777.9630370454,1.6621604977016153,0.30457365316149904,1000,0.3,rreg
6,1072463.2395826252,1.43660899198632,0.3841987676362387,1000,0.35,rreg
7,657545.3899792898,1.2945733473781336,0.38287557619100815,1000,0.39999999999999997,rreg
8,450215.8853325375,1.2853612782650408,0.42614576083210814,1000,0.44999999999999996,rreg
9,277710.1562549225,1.3069502293080932,0.48127601628942157,1000,0.49999999999999994,rreg
10,192593.23929202044,1.2818577424514854,0.5549432259257021,1000,0.5499999999999999,rreg
11,122994.83885136679,1.1858921956106407,0.6225096233297729,1000,0.6,rreg
12,73926.20831205539,1.18978324926344,0.7085415702467004,1000,0.65,rreg
13,40509.76291608507,1.1595748848479357,0.6884985161019701,1000,0.7,rreg
14,20394.434919627736,1.1254649568933568,0.6845505180784787,1000,0.75,rreg
15,8999.778711186405,1.1113275764117052,0.8247016102485552,1000,0.7999999999999999,rreg
16,2791.038119897325,1.0474615878167683,0.8299657777646045,1000,0.85,rreg
17,795.3170404982708,1.075219848621708,0.9086121616588244,1000,0.9,rreg
18,50.44303142919953,0.9576408411417237,0.9047691788418052,1000,0.95,rreg
19,0.04627732085004432,0.9951674702525042,0.9686647436581237,1000,1.0,rreg
