,norm,E_te,E_tr,n_tr,tau,method
0,11855641.284851003,2.6399306476535127,0.05452935152431739,1000,0.05,rreg
1,6794422.237315184,2.0533718320124605,0.10348309371456413,1000,0.1,rreg
2,4238192.963809948,2.0056824847220316,0.13647382274888462,1000,0.15,rreg
3,3379769.6909107086,1.9881051517853265,0.20608816029774155,1000,0.2,rreg
4,2038652.4640374875,1.7501780367294213,0.26939522156288753,1000,0.25,rreg
5,1348301.869465615,1.3872215517429622,0.27610877913243165,1000,0.3,rreg
6,997142.3812563048,1.5866234325869544,0.33493836422632806,1000,0.35,rreg
7,686356.8520166595,1.4292118569462038,0.3885307517776962,1000,0.39999999999999997,rreg
8,438996.2787103658,1.4645992275231419,0.44451924090401385,1000,0.44999999999999996,rreg
9,341675.0793049474,1.5122567700450897,0.5496167467142679,1000,0.49999999999999994,rreg
10,185041.26824646222,1.2550651580947447,0.5419376560578346,1000,0.5499999999999999,rreg
11,117510.84189297199,1.3125819864118298,0.6014178948120841,1000,0.6,rreg
12,69785.09459595804,1.1391206715284568,0.6704383530952072,1000,0.65,rreg
13,34984.21301540543,1.1831219816760736,0.7115556912356904,1000,0.7,rreg
14,19279.869168604706,1.1515687408829054,0.7716287141683488,1000,0.75,rreg
15,8571.983569204189,1.0840116606644985,0.8636384097064868,1000,0.7999999999999999,rreg
16,3089.4670734619785,1.0592533410819969,0.857850148314186,1000,0.85,rreg
17,687.6845686687932,1.0264710689371233,0.9367296074197553,1000,0.9,rreg
18,52.451938223970366,0.9215922038985853,0.9609918851498207,1000,0.95,rreg
19,0.13334868752059917,1.0219505087383622,0.9745255787502992,1000,1.0,rreg
