,norm,E_te,E_tr,n_tr,tau,method
0,10434499.182396138,2.637770273585811,0.047516060072815544,1000,0.05,rreg
1,6211102.404985848,2.250976039504624,0.07745694743878508,1000,0.1,rreg
2,4094688.640343238,2.1652748450013224,0.1290206749475644,1000,0.15,rreg
3,2861661.305923158,1.86755379737337,0.170284730427148,1000,0.2,rreg
4,2218651.758215705,1.7398626567825817,0.23825527786568326,1000,0.25,rreg
5,1459327.662596208,1.5984820542058271,0.33454671202326597,1000,0.3,rreg
6,985692.043858667,1.4868719667377956,0.33651564696524083,1000,0.35,rreg
7,685258.7394600223,1.3970697822659348,0.4097542456126781,1000,0.39999999999999997,rreg
8,487064.0509209202,1.2261045972495803,0.454515504463321,1000,0.44999999999999996,rreg
9,328971.9957688867,1.239804981838137,0.5257668093286452,1000,0.49999999999999994,rreg
10,195597.13206557394,1.3019260230248555,0.5433300779076526,1000,0.5499999999999999,rreg
11,124607.74725435539,1.2275251837198966,0.6108784510586397,1000,0.6,rreg
12,67927.28031627307,1.239373086163775,0.6524128269680559,1000,0.65,rreg
13,41067.835816435305,1.1665207721355004,0.6660487511438558,1000,0.7,rreg
14,18081.53232592516,1.0815589896155087,0.7768926557393918,1000,0.75,rreg
15,8314.147239532174,1.0851980225685514,0.8329843715215934,1000,0.7999999999999999,rreg
16,2937.0982908738215,1.0740123477774726,0.816920181908089,1000,0.85,rreg
17,681.2899829797226,1.0113127899758052,0.9042724222488312,1000,0.9,rreg
18,57.920912106747984,0.9948855053398367,0.9705618206942704,1000,0.95,rreg
19,0.07103214878749058,0.9354788317852399,0.9430485193549919,1000,1.0,rreg
