,norm,E_te,E_tr,converged,n_tr,tau,method
0,1495.974128791414,1.5340263343393434,0.04931515191064189,True,1000,0.05,mlp
1,1346.4099880982915,1.5511378987746862,0.09197148983706332,True,1000,0.1,mlp
2,1273.6988928006444,1.4534517673369607,0.14202481142208526,True,1000,0.15,mlp
3,1258.0327115150392,1.4700929901612072,0.195886454734352,True,1000,0.2,mlp
4,1130.978143136616,1.3442516112915093,0.24762851748880746,True,1000,0.25,mlp
5,1065.6436244792358,1.2806495082355136,0.28741336057479594,True,1000,0.3,mlp
6,1008.6149112848952,1.3470966025119528,0.3456197532623183,True,1000,0.35,mlp
7,987.8085372219856,1.3914704667345097,0.3752915794545147,True,1000,0.39999999999999997,mlp
8,951.11195545041,1.2697181615561077,0.44341790059099867,True,1000,0.44999999999999996,mlp
9,925.7946255355926,1.2241705421800084,0.4911131828049855,True,1000,0.49999999999999994,mlp
10,953.407144067449,1.2932870280470128,0.54769172612667,True,1000,0.5499999999999999,mlp
11,845.0703106853373,1.232820145442441,0.595965898369428,True,1000,0.6,mlp
12,889.1061416491922,1.2348347692881128,0.6245111970281719,True,1000,0.65,mlp
13,831.6066431227011,1.1495146953730626,0.6893096432689764,True,1000,0.7,mlp
14,836.4746382176999,1.1492798784793694,0.7304960989078328,True,1000,0.75,mlp
15,790.3333721092615,1.1780670246077798,0.7805207113941197,True,1000,0.7999999999999999,mlp
16,682.130152514662,0.9926989581862157,0.8464843712999979,True,1000,0.85,mlp
17,705.4221246421355,1.0616507189398785,0.8969626942777602,True,1000,0.9,mlp
18,675.6589004470818,1.0327901138780553,0.9469725707278753,True,1000,0.95,mlp
19,655.1621326590579,0.9993341597842293,0.9965317320907398,True,1000,1.0,mlp
