,norm,E_te,E_tr,n_tr,tau,method
0,126.73911274924963,1.4795628273974313,0.22795454013599428,200,0.2,rreg
1,116.55670977965474,1.5102570021593198,0.16097320718099561,200,0.2,rreg
2,137.67995288145693,1.3507230827995904,0.1623739255946011,237,0.2,rreg
3,160.01289853450666,1.5696466304467154,0.25167887963768937,237,0.2,rreg
4,186.2573304508066,1.5314387744157594,0.19177974071843512,281,0.2,rreg
5,213.67610071369887,1.638424551675545,0.21812957838299424,281,0.2,rreg
6,252.0422328065845,1.5655251068612959,0.2320380852508151,333,0.2,rreg
7,236.85559123275755,1.5165130563286646,0.2001424112751422,333,0.2,rreg
8,317.9522953242729,1.4996493111161884,0.22205548404823963,394,0.2,rreg
9,273.480345676523,1.3951456664760977,0.20331902486178471,394,0.2,rreg
10,372.9453492451912,1.455036039159801,0.21562617831731434,467,0.2,rreg
11,339.4386227761026,1.452167556957937,0.18881588269352262,467,0.2,rreg
12,447.77390318465774,1.3871529729094318,0.2115935489849852,553,0.2,rreg
13,423.375877173573,1.4801896484132409,0.19372831449232666,553,0.2,rreg
14,537.8806650692571,1.527603322093002,0.1895785642752615,655,0.2,rreg
15,504.7166010454512,1.480507342040024,0.177928512614495,655,0.2,rreg
16,707.3977676026627,1.512442937475273,0.18601967323113544,776,0.2,rreg
17,659.9597133681871,1.5952922073248368,0.18703491839608932,776,0.2,rreg
18,896.8147180397872,1.68041324458985,0.23048242447161638,919,0.2,rreg
19,868.2118282566114,1.5487826173060601,0.17605655462219771,919,0.2,rreg
20,1003.6498358491316,1.5375989415623121,0.19306011792281022,1089,0.2,rreg
21,1071.356973052345,1.4869745538488301,0.19686727814136748,1089,0.2,rreg
22,1332.4718317746144,1.537195633331099,0.20597326462289234,1290,0.2,rreg
23,1317.1249892881292,1.5139657274320208,0.22134861582060522,1290,0.2,rreg
24,1643.9987356028087,1.5420030943614822,0.21150972219899222,1528,0.2,rreg
25,1526.4242681623507,1.5849637734519681,0.185897113216931,1528,0.2,rreg
26,1995.1089166285776,1.4285464778016859,0.20110767402040128,1810,0.2,rreg
27,1923.9826431614556,1.6141254734279438,0.19530800021692415,1810,0.2,rreg
28,2468.271077909008,1.5475086814442958,0.21286153335984992,2144,0.2,rreg
29,2478.202297186702,1.6017704935286121,0.21202689070333863,2144,0.2,rreg
30,3069.6442138792568,1.5582200754407096,0.20395595316612652,2540,0.2,rreg
31,3105.99456300506,1.5188584696717948,0.19151043471573512,2540,0.2,rreg
32,3556.115276963827,1.5072111354569129,0.1916249857177147,3008,0.2,rreg
33,3680.2465371803964,1.736309083253112,0.19650946798833788,3008,0.2,rreg
34,4462.732910641567,1.529544564487162,0.19353721101338184,3564,0.2,rreg
35,4604.693716128643,1.4765894313893368,0.19922370088909083,3564,0.2,rreg
36,5800.604226831717,1.5501635779646408,0.1974924355545885,4221,0.2,rreg
37,5544.845710738888,1.585035390861328,0.1933143992824525,4221,0.2,rreg
38,6959.645632134818,1.4519557253562165,0.19868552290161082,5000,0.2,rreg
39,7080.218372626893,1.573653327146786,0.2002938226368081,5000,0.2,rreg
