,norm,E_te,E_tr,n_tr,tau,method
0,129.28404027412915,1.29682354043152,0.2153534491623696,200,0.2,rreg
1,126.55461972321645,1.53081258803006,0.2057012282446562,200,0.2,rreg
2,177.07666460789474,1.6340221991349695,0.24981944155253002,237,0.2,rreg
3,154.3212023058623,1.484283568976763,0.17686796328891521,237,0.2,rreg
4,187.07198086496075,1.5271682867883292,0.18109056706703536,281,0.2,rreg
5,163.8410707617672,1.4875112240596313,0.15950140759736323,281,0.2,rreg
6,262.3426534371213,1.5711464829225916,0.19810405232142042,333,0.2,rreg
7,249.18790024006188,1.5639412602743348,0.17849619621183954,333,0.2,rreg
8,336.5638723787641,1.6116676744937608,0.2143831140837722,394,0.2,rreg
9,282.14458429917295,1.561470247261333,0.19155483312782037,394,0.2,rreg
10,353.51267339103555,1.6433294154471432,0.17469739890396652,467,0.2,rreg
11,352.7774667941772,1.5978531760503432,0.19865147433436078,467,0.2,rreg
12,416.082160178708,1.5175455905382857,0.18698555453317406,553,0.2,rreg
13,409.5442450653184,1.4280878337390277,0.18299925136619005,553,0.2,rreg
14,523.8894386767524,1.459437644056341,0.21905116406118802,655,0.2,rreg
15,537.894677562585,1.5609182383949982,0.20780375464961715,655,0.2,rreg
16,746.5265060000422,1.6128944230188276,0.20910065864923177,776,0.2,rreg
17,587.3668100451415,1.4420410012404419,0.16279520061393776,776,0.2,rreg
18,886.1461929403342,1.393338634526247,0.2045356595407257,919,0.2,rreg
19,839.3289281207367,1.441975281101668,0.2073481207460509,919,0.2,rreg
20,1106.5245454399053,1.5764363635357108,0.20894455271668685,1089,0.2,rreg
21,939.2860163305905,1.4751240748865113,0.1712457111754969,1089,0.2,rreg
22,1289.4377246025736,1.6051026732571982,0.1942828632229671,1290,0.2,rreg
23,1303.911184405999,1.5568638977862574,0.19097869994272,1290,0.2,rreg
24,1721.345577095857,1.5790619711389429,0.198667752864948,1528,0.2,rreg
25,1700.2459990672028,1.5885980068098025,0.20051708177334465,1528,0.2,rreg
26,1832.3225487015652,1.4716632846862354,0.1798205575290852,1810,0.2,rreg
27,1922.104234026803,1.4888525145701799,0.20647038873832466,1810,0.2,rreg
28,2293.0771023639736,1.2971089498658457,0.19531213082440152,2144,0.2,rreg
29,2537.2885820972415,1.5588611374336108,0.21078266547285976,2144,0.2,rreg
30,2971.341269271774,1.4615138115163913,0.20765947261799317,2540,0.2,rreg
31,3108.180646879867,1.4963191792381154,0.20825471115325733,2540,0.2,rreg
32,3677.214286997809,1.5587223365889349,0.19751542367997713,3008,0.2,rreg
33,3732.7442809779877,1.49941559667031,0.1969844717934664,3008,0.2,rreg
34,4566.408156331678,1.4129473155531547,0.18618743177222524,3564,0.2,rreg
35,4686.055230017158,1.5612216949877802,0.21163716851484593,3564,0.2,rreg
36,5801.356863312143,1.5452637794480284,0.21091678580834614,4221,0.2,rreg
37,5581.72405429732,1.5308759281451012,0.19270158294203202,4221,0.2,rreg
38,6931.624402441972,1.6041508326832294,0.19589906013456215,5000,0.2,rreg
39,6931.103470731991,1.5026178762895488,0.193195167789802,5000,0.2,rreg
