,norm,E_te,E_tr,n_tr,tau,method
0,111.32595201454922,1.5842686392081287,0.15899591577178157,200,0.2,rreg
1,155.07909370183273,1.5192073983534464,0.22847156278461184,200,0.2,rreg
2,147.70923904427042,1.4361845149360872,0.19242846703845626,237,0.2,rreg
3,152.40153315569535,1.5074680382558139,0.19825775678068577,237,0.2,rreg
4,217.94777323381575,1.5735257590538518,0.1910995539515779,281,0.2,rreg
5,200.28177129207563,1.475797848576427,0.21191967425870345,281,0.2,rreg
6,247.42187659411556,1.7139226191281105,0.20755787690508068,333,0.2,rreg
7,259.492239091584,1.5579158010808638,0.22641318787134826,333,0.2,rreg
8,233.63646026028826,1.3883261408882328,0.16200027929930433,394,0.2,rreg
9,300.1894517972077,1.5722237585109493,0.26417877395450523,394,0.2,rreg
10,370.3328887035711,1.540681837029583,0.1830447355923897,467,0.2,rreg
11,349.876157040796,1.3372759194924155,0.20589543691961526,467,0.2,rreg
12,429.0768133376066,1.4504642391152502,0.22130021423475318,553,0.2,rreg
13,492.31317751111305,1.4843002042461753,0.18640973157205942,553,0.2,rreg
14,557.1026848724536,1.6332454480119027,0.18494459038744848,655,0.2,rreg
15,562.3757639723929,1.481762635573399,0.19985745802565355,655,0.2,rreg
16,684.6299486617866,1.4987682570399075,0.20171254347232717,776,0.2,rreg
17,744.9767628638031,1.4314793927055305,0.20992164957599715,776,0.2,rreg
18,887.8207650723687,1.531130173671027,0.22713420920102947,919,0.2,rreg
19,874.0041574137824,1.488975701822227,0.1998829205691512,919,0.2,rreg
20,1073.1831026211746,1.609360579230361,0.20128382045907828,1089,0.2,rreg
21,1007.415357622796,1.508901510493771,0.1981136109903364,1089,0.2,rreg
22,1376.513225581506,1.6210158853614225,0.21407924731583444,1290,0.2,rreg
23,1257.5401919533808,1.4960781769982678,0.20096022097537014,1290,0.2,rreg
24,1667.0286168372288,1.4876923206066976,0.20402924580015044,1528,0.2,rreg
25,1509.8850734756497,1.4180391514463222,0.1847120684679627,1528,0.2,rreg
26,1987.397090266512,1.4361632083825535,0.20840171870031768,1810,0.2,rreg
27,1922.3374093437735,1.6087706076287969,0.1914247000005557,1810,0.2,rreg
28,2392.4869923575043,1.5361104951140023,0.18839008108598837,2144,0.2,rreg
29,2356.416086726189,1.4699146412395403,0.20092427664249893,2144,0.2,rreg
30,3151.9300509416653,1.400011561346198,0.2166998861044238,2540,0.2,rreg
31,2988.97469884629,1.483090499907227,0.20589012643079355,2540,0.2,rreg
32,3813.651051233309,1.507269684312682,0.20800578631528602,3008,0.2,rreg
33,3594.8160637193573,1.4874329174001022,0.19813024557967912,3008,0.2,rreg
34,4626.058284982217,1.6105530888490238,0.20595250188974917,3564,0.2,rreg
35,4696.696096302344,1.6538969613773273,0.209606315660633,3564,0.2,rreg
36,5764.10195432623,1.5732776669394397,0.20485996789585734,4221,0.2,rreg
37,5658.70294198447,1.5770387738313916,0.19308010033525722,4221,0.2,rreg
38,6998.245559391725,1.4627409770406494,0.20271913812065778,5000,0.2,rreg
39,7240.735397791467,1.562168535087047,0.20984411012551155,5000,0.2,rreg
