,norm,E_te,E_tr,converged,n_tr,tau,method
0,1366.0383130753182,1.2237833884204041,0.1983655337546565,True,200,0.2,mlp
1,2929.8301736749404,1.233938089458741,0.19877615924544098,True,237,0.2,mlp
2,2817.912285182737,1.3138749106779974,0.1986444876943494,True,281,0.2,mlp
3,4530.142931776317,1.1881191191624547,0.19836577473057956,True,333,0.2,mlp
4,4411.36671530962,1.1896935739329824,0.19902386321768104,True,394,0.2,mlp
5,9238.014722484077,1.2327186099044611,0.19850166601152647,True,467,0.2,mlp
6,9323.461021873713,1.3242302751632204,0.1985947878567596,True,553,0.2,mlp
7,12105.218493881122,1.2689142845966426,0.19960196934736313,True,655,0.2,mlp
8,14304.057322383773,1.3283034537597838,0.19853967212199103,True,776,0.2,mlp
9,18096.286526978336,1.1425448602994204,0.19964702143149404,True,919,0.2,mlp
10,24433.40392687385,1.2031619659115143,0.19964019804554325,True,1089,0.2,mlp
11,33681.52995511058,1.1326837683771218,0.19906574907851365,True,1290,0.2,mlp
12,39468.62278155337,1.2562659855775387,0.19997384900176485,True,1528,0.2,mlp
13,59005.3623366779,1.2598375075468566,0.19900842311308958,True,1810,0.2,mlp
14,69865.7253776019,1.1442209648124704,0.1996391530167145,True,2144,0.2,mlp
15,88942.08038312914,1.2881670196616395,0.1995335008382938,True,2540,0.2,mlp
16,106610.62524166537,1.2765756321043829,0.19904547409207327,True,3008,0.2,mlp
17,135195.9195908699,1.208560176152458,0.19952603902615343,True,3564,0.2,mlp
18,183494.94563147624,1.259110097733743,0.19934210598356675,True,4221,0.2,mlp
19,206940.42111188217,1.2541699735230059,0.19986404942614855,True,5000,0.2,mlp
