,norm,E_te,E_tr,converged,n_tr,tau,method
0,1697.9441040250183,1.233597540118471,0.19880333722322618,True,200,0.2,mlp
1,2997.347952647987,1.3998031505817818,0.19960368740710252,True,237,0.2,mlp
2,3487.307460715701,1.3579192375077314,0.19818715984207771,True,281,0.2,mlp
3,3655.6115864687154,1.2951117389578346,0.19892702137849927,True,333,0.2,mlp
4,5501.376132791484,1.2455191572381832,0.19909129071226567,True,394,0.2,mlp
5,8680.8838862238,1.2587237480813582,0.1989651390021568,True,467,0.2,mlp
6,8927.811911479008,1.2484189361264488,0.1989760436843233,True,553,0.2,mlp
7,11005.614458875072,1.2145778268499194,0.19911579690955034,True,655,0.2,mlp
8,15378.444837557894,1.292173794468567,0.19937324888936053,True,776,0.2,mlp
9,19777.987916698377,1.3222502031030494,0.19970828386236666,True,919,0.2,mlp
10,26744.955634041842,1.1742763018511637,0.19962866219251163,True,1089,0.2,mlp
11,30833.769153410376,1.253675720036255,0.19992486348146685,True,1290,0.2,mlp
12,40995.65104523499,1.3352992810187096,0.199082734124926,True,1528,0.2,mlp
13,59028.67930567126,1.3537662299029993,0.19903811988076167,True,1810,0.2,mlp
14,73460.65436514885,1.390403023999458,0.1992018078671102,True,2144,0.2,mlp
15,89430.1057661419,1.2197021145932585,0.19945289003770986,True,2540,0.2,mlp
16,104167.93437361736,1.212288491679393,0.19985403092299917,True,3008,0.2,mlp
17,139854.8368257587,1.2358807250181352,0.1994206022392228,True,3564,0.2,mlp
18,182340.81131851743,1.2018869761178688,0.19962964297616806,True,4221,0.2,mlp
19,220498.4863506543,1.224563127102762,0.19970173764753055,True,5000,0.2,mlp
