,norm,E_te,E_tr,n_tr,tau,method
0,57951.30590586562,1.841653482367529,0.22045551330677607,200,0.2,rreg
1,44882.33448634632,1.764676036429659,0.17024302741587363,200,0.2,rreg
2,90800.68489699964,1.759921819093544,0.21509759436280385,237,0.2,rreg
3,78705.28760485642,1.9675290419728044,0.14840034221740156,237,0.2,rreg
4,141126.20810291296,1.7675314575331538,0.22510740070293211,281,0.2,rreg
5,144686.82110214245,1.9252939306662333,0.18914933762473865,281,0.2,rreg
6,180260.74668074405,1.882153586264075,0.19752975902911588,333,0.2,rreg
7,192374.5968862697,1.8584260994119206,0.18892276090991048,333,0.2,rreg
8,335616.60347824753,1.726168443803188,0.21738108626300354,394,0.2,rreg
9,323890.37654965906,1.9870858623600784,0.2254409038066785,394,0.2,rreg
10,457316.610567944,1.659720598305159,0.1983756860511586,467,0.2,rreg
11,412672.6265105971,1.8531047865206898,0.18754470540778387,467,0.2,rreg
12,689642.3404333515,1.9001622641050955,0.18068657013134537,553,0.2,rreg
13,640826.1638081477,1.737006254768661,0.1913980684368396,553,0.2,rreg
14,1028444.2859957002,1.8236714855499891,0.190983172361214,655,0.2,rreg
15,1057818.0715552222,1.8212818959290666,0.20599888123827498,655,0.2,rreg
16,1763214.3868128462,1.9088787543905235,0.21413325640887576,776,0.2,rreg
17,1642347.8162270277,1.7737537160252872,0.21632502276915372,776,0.2,rreg
18,2742838.6019339697,1.8510212820011003,0.23221034483428782,919,0.2,rreg
19,2466342.0978968563,2.0461505326528413,0.20381608094189985,919,0.2,rreg
20,3817697.842331994,1.7620495831159555,0.17577040596881996,1089,0.2,rreg
21,4011522.9274295256,1.8271168556812691,0.201200440158609,1089,0.2,rreg
22,6159050.3420507675,1.8618514251922524,0.20462466614057148,1290,0.2,rreg
23,5568540.6622741185,1.8193641983371247,0.1919762645326324,1290,0.2,rreg
24,8854895.595154263,1.8198570166302248,0.1864484136680791,1528,0.2,rreg
25,9489696.913492624,1.684549274521581,0.2069371414796015,1528,0.2,rreg
26,12409347.060197761,1.7905768765862216,0.17257419161655216,1810,0.2,rreg
27,13816586.541810928,1.9040177601631765,0.2133865276961894,1810,0.2,rreg
28,21631931.6497368,1.6834496179870593,0.2128194402016976,2144,0.2,rreg
29,20570714.822930638,1.8955998436280834,0.19976187645274285,2144,0.2,rreg
30,32923025.64688666,1.9456650143660785,0.20869079250583195,2540,0.2,rreg
31,31328726.81903454,1.8571169357017643,0.1958074844736287,2540,0.2,rreg
32,50167446.159153454,1.744382457449688,0.20544628945712184,3008,0.2,rreg
33,49026698.164916314,1.8201761731577144,0.20264893738544307,3008,0.2,rreg
34,73526761.06824909,1.900464669961571,0.19683264122528896,3564,0.2,rreg
35,76832868.77460358,1.8887212097077721,0.20494313270887465,3564,0.2,rreg
36,113499110.63794655,1.831867814577666,0.19998746574363827,4221,0.2,rreg
37,113317734.88723584,1.8631661461567182,0.20830165657966815,4221,0.2,rreg
38,176479365.32402003,1.8689217009504906,0.19891143910452283,5000,0.2,rreg
39,170371104.07506528,1.6630798817728205,0.19960099829178143,5000,0.2,rreg
