,norm,E_te,E_tr,n_tr,tau,method
0,53172.22289561261,1.8148941533683274,0.19199223278789326,200,0.2,rreg
1,63366.107202811014,2.054785482151143,0.18123571384999007,200,0.2,rreg
2,88931.12574439244,1.781474457019005,0.20052292057771873,237,0.2,rreg
3,102603.22632615143,1.946568790974371,0.24465358592897943,237,0.2,rreg
4,113128.06223866856,1.6286523794041523,0.16402670312485498,281,0.2,rreg
5,140497.858533232,1.804927406627611,0.2144104386499936,281,0.2,rreg
6,197987.35027680534,1.867528811342042,0.18301343858250482,333,0.2,rreg
7,212322.21207765015,2.0907021714714107,0.22011569255507643,333,0.2,rreg
8,309724.353587063,1.6183492966868986,0.20815106791425805,394,0.2,rreg
9,289794.27574218635,1.9323753355538102,0.19889226335001653,394,0.2,rreg
10,432757.6382311921,1.7572877717329167,0.21121429062637223,467,0.2,rreg
11,409430.4618471064,1.7401891289827545,0.18679324030911104,467,0.2,rreg
12,714655.9098816653,1.8874589525456047,0.19261340451687212,553,0.2,rreg
13,749580.5598179316,1.9144565837819558,0.20388757991923412,553,0.2,rreg
14,1123932.9677605634,1.997916056927863,0.21450737484130902,655,0.2,rreg
15,1029568.5639511796,1.8453585849374872,0.20759471277212235,655,0.2,rreg
16,1539940.4920592401,1.8636473876537676,0.19896675864958552,776,0.2,rreg
17,1645001.9368284133,1.6910899979285903,0.2216385159488501,776,0.2,rreg
18,2656005.977284856,1.8429565399990449,0.2101162659455448,919,0.2,rreg
19,2391225.9685958587,1.764529889631299,0.1884151835489052,919,0.2,rreg
20,3730173.158324035,1.7309167702905182,0.20189724472530246,1089,0.2,rreg
21,3700407.0044122688,1.8286685497770545,0.20070126296955965,1089,0.2,rreg
22,5635879.231552492,1.928692916699682,0.19166838748837137,1290,0.2,rreg
23,5745622.077628189,1.735619173269278,0.2044473982346015,1290,0.2,rreg
24,9091710.638390193,1.816806434622544,0.2054984387176923,1528,0.2,rreg
25,9354287.751200559,1.8262242723289928,0.2050272520095175,1528,0.2,rreg
26,13085001.368659446,1.733342650392174,0.18647891897225014,1810,0.2,rreg
27,12323621.758614259,1.7992006353096108,0.18090307977558637,1810,0.2,rreg
28,20745862.461750448,1.771572664100486,0.19759051920759005,2144,0.2,rreg
29,21433656.743308734,1.7308471583382694,0.2103743743048731,2144,0.2,rreg
30,30450061.406890508,1.8030665306716283,0.1901968463067981,2540,0.2,rreg
31,30524833.62903129,1.6980572848900732,0.1903765792746113,2540,0.2,rreg
32,49795662.15490155,1.8126093663002458,0.2109382429369434,3008,0.2,rreg
33,46176860.13265021,1.9070414300345948,0.19033655190165547,3008,0.2,rreg
34,73160570.38187374,1.7966707153301755,0.20689250862372618,3564,0.2,rreg
35,75875769.34243114,1.8140611529161943,0.20716718934963338,3564,0.2,rreg
36,109721265.88874398,1.7928877507167986,0.19072595555902055,4221,0.2,rreg
37,115101642.29342382,1.8339517013603304,0.19550721247776343,4221,0.2,rreg
38,172868136.263767,1.7509794561334622,0.19533391654551185,5000,0.2,rreg
39,174658121.73039144,1.8982345763877666,0.20282837895150002,5000,0.2,rreg
