,norm,E_te,E_tr,n_tr,tau,method
0,62548.9029026693,1.7157568942709955,0.2146350400364752,200,0.2,rreg
1,54810.414456454506,1.7770452261289895,0.20424613411695064,200,0.2,rreg
2,77309.4738605313,1.8038836772365476,0.16005790055247646,237,0.2,rreg
3,83917.5964775794,1.933738346728746,0.21071573527754414,237,0.2,rreg
4,132465.64901039246,2.0616170454960776,0.1964642962393816,281,0.2,rreg
5,151227.51856406013,1.897811309591884,0.19869732651754182,281,0.2,rreg
6,216380.1354105439,1.8804988407638061,0.24474115162403115,333,0.2,rreg
7,191585.5257301461,1.6961933126354078,0.1898791253986449,333,0.2,rreg
8,317996.1631623492,1.8243330390248214,0.24369720554922322,394,0.2,rreg
9,301000.64878862357,1.7201632217832494,0.2332491125851089,394,0.2,rreg
10,494871.36848222534,1.9765624152392987,0.2285330127706081,467,0.2,rreg
11,434643.06920816214,1.6583521053840868,0.1905171238393036,467,0.2,rreg
12,660490.3158964316,1.7019164769051576,0.19541384292465905,553,0.2,rreg
13,657128.3868278526,1.7968946368104388,0.16379048436202,553,0.2,rreg
14,1151570.5371402497,2.040847194253392,0.20309607685243605,655,0.2,rreg
15,995253.6064411842,1.8279447457725277,0.19390154861588277,655,0.2,rreg
16,1461300.2417080393,1.6266431240633237,0.17689969001686903,776,0.2,rreg
17,1644055.7279496484,1.7040306909315728,0.19852426704984358,776,0.2,rreg
18,2482289.2951408564,1.9231155165352087,0.18524904713913143,919,0.2,rreg
19,2437611.931076311,1.8167838721280363,0.19647947999212373,919,0.2,rreg
20,3964227.359502391,1.7343833216834124,0.21460216538710344,1089,0.2,rreg
21,3681044.100690011,1.79793003707256,0.20035300513312268,1089,0.2,rreg
22,6015112.855429752,1.7406767251593813,0.20444160232003045,1290,0.2,rreg
23,5551887.441566592,1.8662072766608782,0.17667029853663813,1290,0.2,rreg
24,8767079.798792977,1.94487914898726,0.1998013150772722,1528,0.2,rreg
25,9489143.744584626,1.944207875102382,0.24176677617713704,1528,0.2,rreg
26,13088190.519501373,1.8140627601373294,0.19698027772548826,1810,0.2,rreg
27,14121169.714257425,1.6971568617656558,0.20123635542385648,1810,0.2,rreg
28,20631198.55391837,1.7663514645031178,0.20029217195998184,2144,0.2,rreg
29,21043994.738116544,1.7196452049965034,0.1876251107050554,2144,0.2,rreg
30,31017404.460328225,1.8110782019684402,0.19808270764477728,2540,0.2,rreg
31,33033364.230471205,1.9483017642301161,0.20474437162293305,2540,0.2,rreg
32,46964126.67439534,1.705279651788938,0.1963832766456131,3008,0.2,rreg
33,50513534.225761026,1.6783191086722935,0.2072103736914227,3008,0.2,rreg
34,75169252.9530576,1.6844594642888617,0.20151897647259495,3564,0.2,rreg
35,75276747.11562388,1.8171500241551863,0.2037430104141017,3564,0.2,rreg
36,113268907.8106338,1.7620578830887574,0.20561926698640204,4221,0.2,rreg
37,118123614.09626588,1.8001616364191078,0.2069125917871095,4221,0.2,rreg
38,165618573.13134292,1.7657410766081394,0.1948852272574532,5000,0.2,rreg
39,173216501.33623034,1.7845822564234832,0.19615030129893293,5000,0.2,rreg
