,norm,E_te,E_tr,converged,n_tr,tau,method
0,685.9131515915373,1.2177441890000205,0.046229274382984846,True,1000,0.05,mlp
1,670.8277422148426,1.3679266906771619,0.08295184918592409,True,1000,0.1,mlp
2,674.0433037603902,1.424836721992307,0.1450008677007056,True,1000,0.15,mlp
3,665.4677302888128,1.252912035219349,0.1766211588256093,True,1000,0.2,mlp
4,654.6100084150679,1.2869955889028126,0.21583389817543822,True,1000,0.25,mlp
5,656.6650703692645,1.3595470588560228,0.2578063336521442,True,1000,0.3,mlp
6,651.4588191613905,1.1713260197525364,0.3274496258005217,True,1000,0.35,mlp
7,636.4115797613729,1.1255108430565748,0.35342333409324467,True,1000,0.39999999999999997,mlp
8,636.9805495660347,1.1304791080692485,0.39635216580856836,True,1000,0.44999999999999996,mlp
9,638.3714978922776,1.1127731934987433,0.4571562707637773,True,1000,0.49999999999999994,mlp
10,632.5313296922658,1.0957046105640584,0.49878792351699847,True,1000,0.5499999999999999,mlp
11,628.1494780748648,1.0705264059401935,0.5499942245626636,True,1000,0.6,mlp
12,629.6286787058089,0.9959934340353244,0.6308907570499209,True,1000,0.65,mlp
13,620.8640556530377,1.102610506499945,0.6812434945641705,True,1000,0.7,mlp
14,612.8100573880855,1.0487554462323203,0.7270357042057356,True,1000,0.75,mlp
15,610.0624126335302,0.9854401177446107,0.782244090687291,True,1000,0.7999999999999999,mlp
16,612.5722527304096,0.9895918557094857,0.8471148236763475,True,1000,0.85,mlp
17,608.4210686304687,0.9100431929226204,0.8943450513600897,True,1000,0.9,mlp
18,602.6716221025027,1.0780648012290908,0.9412291523754336,True,1000,0.95,mlp
19,597.8237085611626,0.9827834923596347,0.991501434059524,True,1000,1.0,mlp
