,norm,E_te,E_tr,converged,n_tr,tau,method
0,691.3965656563109,1.34613062538237,0.049852342993774584,True,1000,0.05,mlp
1,683.4741314472293,1.3607071256067165,0.08577232224933752,True,1000,0.1,mlp
2,671.4958148310577,1.4817344436627509,0.14950027580189812,True,1000,0.15,mlp
3,653.0730394900289,1.3010217272743727,0.19379092924423516,True,1000,0.2,mlp
4,652.5366464545563,1.161404310551446,0.2370932158819307,True,1000,0.25,mlp
5,644.916556086664,1.1521199622192464,0.28641217909692435,True,1000,0.3,mlp
6,648.3254884564388,1.0633871580652028,0.3059692562058898,True,1000,0.35,mlp
7,639.8025725778899,1.1233856324697762,0.37279624197087025,True,1000,0.39999999999999997,mlp
8,633.6895193409152,1.1368037932716026,0.429145690528269,True,1000,0.44999999999999996,mlp
9,630.7213910566888,1.022848103025586,0.4963564833824081,True,1000,0.49999999999999994,mlp
10,627.5845601432102,0.996306045815248,0.5138871943968006,True,1000,0.5499999999999999,mlp
11,628.1726624417716,1.0448405446435372,0.5928673496168813,True,1000,0.6,mlp
12,620.3895363780686,1.082718843327048,0.6306162002023026,True,1000,0.65,mlp
13,623.451219672392,0.9080569277988634,0.6621635823732891,True,1000,0.7,mlp
14,624.6035148227547,0.9809987306114495,0.7187459963728499,True,1000,0.75,mlp
15,619.70977695657,0.9721899049413402,0.7746548877751761,True,1000,0.7999999999999999,mlp
16,612.3740822501396,0.9721635430276535,0.8335094387193738,True,1000,0.85,mlp
17,605.0158126381799,0.9809922764326314,0.8930233349696552,True,1000,0.9,mlp
18,601.7429424928036,1.0535970896660236,0.9350705928699449,True,1000,0.95,mlp
19,600.4663101997564,0.9357574802993456,0.9976846484299773,True,1000,1.0,mlp
